State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Division/Department,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Public Sponsor,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS ,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
5R04,50238,5R04-074,Blue Earth Blue Sky,,,,Rural Reporter,Rural,Private-For-Profit Corporation,5R04,Minnesota Department of Transportation ,,Intercity Bus,6/30/24,10/31/24,50 Sibley Pkwy,,,Mankato,MN,56001,2073,5,http://www.landtoairexpress.com,2039,Y9YMJFZY2AQ5,,,,,, -   , -   , -   ,,,,,,Tier II,,,
5R06,50239,5R06-012,City of Black River Falls,Public Transit,,Black River Falls Public Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,101 S 2Nd St,,,Black River Falls,WI,54615,1725,5,https://blackriverfallswi.gov/,1245,E2G7UGRA3Z88,,,,,, -   , -   , -   ,, 2 , 2 ,0,0,Tier II,,,
5R03,50240,5R03-064,Schoolcraft Transit Authority,,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,335N East Road,,,Manistique,MI,49854,,5,https://sctransit.org/,1207,YNPRT34MJH51,,,,,, -   , -   , -   , 8 ,, 8 ,0,0,Tier II,,,
5R03,50241,5R03-027,Eastern Upper Peninsula Transportation Authority,,EUPTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,3185 S Mackinac Trl,,,Sault Sainte Marie,MI,49783,9043,5,http://www.eupta.net,1207,Z3A8D7NVLR33,,,,,, -   , -   , -   , 12 ,, 12 ,0,0,Tier II,,,
5R03,50242,5R03-059,Roscommon County Transportation Authority,,RCTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,2665 S Townline Rd,,284,Houghton Lake,MI,48629,9294,5,http://www.roscota.net,1207,CAG3B8PLTT11, 36 ," 42,075 ",,,, -   , -   , -   , 25 ,, 25 ,0,0,Tier II,,,
5R03,50244,5R03-042,Isabella County Transportation Commission,,ICTC,IRide,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,2100 East Transportation Drive,,,Mt. Pleasant ,MI,48858,,5,https://www.ictcbus.com/,1207,XFQSBTF7JG93,,,,,, -   , -   , -   , 38 ,, 38 ,0,0,Tier II,,,
5R02,50246,5R02-012,Marshall County Council on Aging,,,Marshall County Public Transit,Rural Reporter,Rural,Private-Non-Profit Corporation,5R02,Indiana Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,9675 King Rd,,216,Plymouth,IN,46563,9075,5,https://marshallcountycouncilonaging.org/services/#transportation,1189,ZXN6F7WDWKD4,,,,,, -   , -   , -   , 10 ,, 10 ,0,0,Tier II,,,
5R02,50248,5R02-043,Steuben County Council on Aging,,,STAR Public Transportation,Rural Reporter,Rural,Private-Non-Profit Corporation,5R02,Indiana Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,317 S Wayne St,,,Angola,IN,46703,1966,5,http://www.steubencoa.org/star-transportation,1189,LR15P9W5BDK1,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
5R02,50249,5R02-014,City of Richmond,,,RoseView Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R02,Indiana Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,50 N. 5Th St,,,Richmond,IN,47374,4247,5,http://www.richmondindiana.gov/resources/public-transportation,1189,QEU3QCC61JU8,,,,,, -   , -   , -   , 8 ,, 8 ,0,0,Tier II,,,
5R01,50250,5R01-013,Lee County,,LOTS,Lee-Ogle Transportation System,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,112 E 2Nd St,,,Dixon,IL,61021,3065,5,http://www.lotsil.org,1177,RDK2NTHJHNM9,,,,,, -   , -   , -   , 25 ,, 25 ,0,0,Tier II,,,
5R01,50252,5R01-045,Macoupin County,Transit,MCPT,Macoupin County Public Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,205 Oakland Ave,,,Carlinville,IL,62626,1921,5,https://mcphd.net/macoupin-county-transit/,1177,E6GNFKXLYG39,,,,,, -   , -   , -   , 16 ,, 16 ,0,0,Tier II,,,
5R01,50253,5R01-009,Grundy County,Transit System,GTS,Grundy Transit System,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,1320 Union St,,,Morris,IL,60450,2426,5,https://www.grundycountyil.gov/transit/,1177,KPJ9JJGR3K26,,,,,, -   , -   , -   , 10 ,, 10 ,0,0,Tier II,,,
5R05,50255,5R05-045,Carroll County Transit,Transit,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,119 S Lisbon St Ste 203,,185,Carrollton,OH,44615,1448,5,https://carrollcountyohio.us/agencies-and-departments/carroll-county-transit/,1225,Q5KBWKNWYSW6,,,,,, -   , -   , -   , 12 ,, 12 ,0,0,Tier II,,,
,50256,5R02-036,Access Johnson County,,,,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,50050 - Indianapolis and Marion County Public Transportation - Indianapolis Public Transportation is the 5307 and contracts with Johnson County to provide public transit in Johnson county.  ,,12/31/24,4/30/25,3500 N Morton St,,216,Franklin,IN,46131,9841,5,https://www.gatewayarc.com/access-johnson-county.html,1189,XT8FFZVNL923," 1,046 "," 199,332 ",41212,"Indianapolis, IN",," 1,699,881 "," 2,352.6 ", 722.6 , 16 ,, 16 ,,,Tier II,,,
5R06,50257,5R06-023,City of Marshfield,Public Transit,,Marshfield Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,207 W 6Th St,,,Marshfield,WI,54449,3603,5,https://www.ci.marshfield.wi.us/community/public_transit.php,1245,HTVRTED68TY7,,,,,, -   , -   , -   ,, 10 , 10 ,0,0,Tier II,,,
5R01,50258,5R01-018,City of Quincy,Transit,QT,Quincy Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,730 Maine St,LBBY 1,,Quincy,IL,62301,4053,5,https://www.quincyil.gov/explore/quincy-transportation/quincy-transit,1177,JEFWHW4MYM55,,,,,, -   , -   , -   , 18 ,, 18 ,0,0,Tier II,,,
5R03,50260,5R03-028,Eaton County Transportation Authority,,EATRAN,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,916 East Packard,,,Charlotte,MI,48813,,5,www.eatran.com,1207,SGXKKR79R1Y5, 63 ," 200,169 ",,,, -   , -   , -   , 27 ,, 27 ,0,0,Tier II,,,
5R04,50262,5R04-026,"Morris, City of",Transit,,Morris Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R04,Minnesota Department of Transportation ,,Rural General Public Transit,6/30/24,10/31/24,609 Oregon Ave,,,Morris,MN,56267,,5,https://www.ci.morris.mn.us/departments/morris-transit/,2039,LU5KKVZVLFZ9,,,,,, -   , -   , -   , 6 ,, 6 ,0,0,Tier II,,,
5R01,50263,5R01-003,Bureau County,Transportation,BPART,Bureau Putnam Area Rural Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,526 S BUREAU VALLEY Parkway,,,Princeton,IL,61356,2046,5,http://www.ridebpart.org/,1177,N7MCS3USFWF7,,,,,, -   , -   , -   , 25 ,, 25 ,0,0,Tier II,,,
5R03,50265,5R03-050,"Marshall, City of",Dial-a-Ride and The Albion-Marshall Connector,DART,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,323 W Michigan Ave,,,Marshall,MI,49068,1547,5,https://www.cityofmarshall.com/172/Dial-a-Ride-The-Albion-Marshall-Connecto,1207,PLHLA25J9BA8, 640 ," 418,408 ",,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
5R06,50266,5R06-042,City of Viroqua,,,Viroqua Shared Ride Taxi Service,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,124 W Decker St,,,Viroqua,WI,54665,1509,5,https://viroqua-wisconsin.com/city-of-viroqua/community/shared-ride-taxi-service,1245,L9FMZF6KN9D5,,,,,, -   , -   , -   ,, 6 , 6 ,0,0,Tier II,,,
5R03,50268,5R03-035,City of Hillsdale,Hillsdale Dial-A-Ride,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,97 N Broad St,,,Hillsdale,MI,49242,1617,5,https://www.cityofhillsdale.org/dart,1207,KK7MQVKBC424,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
5R01,50269,5R01-032,Champaign County,Transit,C-CARTS,Champaign-County Area Rural Transit System,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,1776 E Washington St,,,Urbana,IL,61802,4516,5,https://c-carts.com/,1177,C4KVFF5UJVD3,,,,,, -   , -   , -   , 8 ,, 8 ,0,0,Tier II,,,
5R02,50272,5R02-013,Madison County Council of Governments,,TRAM,Transportation for Rural Areas of Madison County,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",5R02,Indiana Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,16 E 9Th St,,,Anderson,IN,46016,1598,5,http://ridethetram.com,1189,YBJAD11KZG96,,,,,, -   , -   , -   , 2 ,, 2 ,0,0,Tier II,,,
8R03,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,8R03,North Dakota Department of Transportation,,Intercity Bus,6/30/24,10/31/24,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
6R01,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,6R01,Arkansas Department of Transportation,,Intercity Bus,6/30/24,10/31/24,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
7R03,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,7R03,Missouri Department of Transportation,,Intercity Bus,6/30/24,10/31/24,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3," 2,975 "," 2,849,712 ",,,, -   , -   , -   ,,,,,,Tier II,,,
7R04,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,7R04,Nebraska Department of Transportation,,Intercity Bus,6/30/24,10/31/24,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
5R04,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,5R04,Minnesota Department of Transportation ,,Intercity Bus,6/30/24,10/31/24,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3," 2,975 "," 2,849,712 ",,,, -   , -   , -   ,,,,,,Tier II,,,
8R02,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,8R02,Montana Department of Transportation,,Intercity Bus,6/30/24,10/31/24,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
7R01,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,7R01,Iowa Department of Transportation,,Intercity Bus,9/30/24,1/31/25,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
8R05,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,8R05,Wyoming Department of Transportation,,Intercity Bus,9/30/24,1/31/25,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
5R06,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,5R06,Wisconsin Department of Transportation,,Intercity Bus,6/30/24,10/31/24,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
8R04,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,8R04,South Dakota Department of Transportation,,Intercity Bus,9/30/24,1/31/25,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
7R02,50274,5R06-066,Jefferson Partners LP,,,Jefferson Lines,Rural Reporter,Rural,Private-For-Profit Corporation,7R02,Kansas Department of Transportation,,Intercity Bus,6/30/24,10/31/24,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
5R05,50275,5R05-062,Knox Area Transit,,KAT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,117 E High St Ste 161,RM 120,,Mount Vernon,OH,43050,3458,5,https://www.co.knox.oh.us/index.php/county-offices/knox-area-transit,1225,SBZLBLUNMLL9,,,,,, -   , -   , -   , 26 ,, 26 ,0,0,Tier II,,,
5R02,50276,5R02-032,Four Rivers Resource Services,,,Ride Solution,Rural Reporter,Rural,Private-Non-Profit Corporation,5R02,Indiana Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,405 N John F Kennedy Ave,,367,Loogootee,IN,47553,1220,5,http://www.ridesolution.org,1189,WM3NCW77AJE8,,,,,, -   , -   , -   , 51 ,, 51 ,0,0,Tier II,,,
5R06,50277,5R06-031,Village of Plover,,,Plover Taxi Service,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,2400 Post Rd,,,Plover,WI,54467,2970,5,https://www.ploverwi.gov/253/Taxi-Service,1245,THC6NGK6AL29,,,,,, -   , -   , -   ,, 3 , 3 ,0,0,Tier II,,,
5R05,50278,5R05-043,Athens Transit,Transportation,APT,Athens Public Transit,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,3 Cardaras Dr,,,Glouster,OH,45732,8011,5,https://hapcap.org/transportation/athens-public-transit/,1225,RRMNVKKLHLE3,,,,,, -   , -   , -   , 16 ,, 16 ,0,0,Tier II,,,
5R02,50280,5R02-042,Rush County Senior Services,,,Ride Rush Public Transportation,Rural Reporter,Rural,Private-Non-Profit Corporation,5R02,Indiana Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,101 E 2Nd St Rm 212,,,Rushville,IN,46173,1800,5,http://www.ride-rush.net/,1189,LXYCJJWERTF5, 304 ," 70,002 ",,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
5R02,50281,5R02-002,Cass County Council on Aging,,,Cass Area Transit,Rural Reporter,Rural,Private-Non-Profit Corporation,5R02,Indiana Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,200 Court Park,,,Logansport,IN,46947,3114,5,http://www.casstransit.com/transportation/,1189,KNAXJRNY6WH5,,,,,, -   , -   , -   , 20 ,, 20 ,0,0,Tier II,,,
5R03,50282,5R03-045,Kalkaska Public Transit Authority,,KAT,Kalkaska Area Transit,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,1251 Island Lake Rd Nw,,1046,Kalkaska,MI,49646,,5,https://kalkaskatransit.com/,1207,QW9CLV3YUYN8, 724 ," 160,248 ",,,, -   , -   , -   , 16 ,, 16 ,0,0,Tier II,,,
5R01,50283,5R01-037,Warren County,Public Transportation,WCPT,Warren County Public Transportation,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,100 W Broadway Ste 2,,,Monmouth,IL,61462,1748,5,https://warrencountyil.gov/offices/public-transportation/,1177,YJJJEGE94BR5,,,,,, -   , -   , -   , 7 ,, 7 ,0,0,Tier II,,,
5R05,50284,5R05-046,Champaign Transit System,,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,1512 S Us Highway 68 Ste A100,,,Urbana,OH,43078,9199,5,http://co.champaign.oh.us/transit/,1225,NMVVUUNFDGD4,,,,,, -   , -   , -   , 11 ,, 11 ,0,0,Tier II,,,
5R03,50285,5R03-067,Cheboygan County Board of Commissioners,Straits Regional Ride,SRR,Cheboygan County BOC Straits Regional Ride,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R03,Michigan Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,870 S Main St,,,Cheboygan,MI,49721,2283,5,https://www.cheboygancounty.net/departments-services/straits-regional-ride/,1207,N7BJGYM5JEK5,,,,,, -   , -   , -   , 13 ,, 13 ,0,0,Tier II,,,
5R06,50286,5R06-016,Grant County,,,Grant County Taxi Service,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,111 S Jefferson St,,383,Lancaster,WI,53813,1666,5,http://www.grantcounty.org,1245,U7YFG97KNMG6,,,,,, -   , -   , -   , 1 ,, 1 ,0,0,Tier II,,,
5R02,50289,5R02-016,Cardinal Services,,KABS,Kosciusko Area Bus Service,Rural Reporter,Rural,Private-Non-Profit Corporation,5R02,Indiana Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,100 W Center St,,,Warsaw,IN,46580,2873,5,http://www.cardinalservices.org/services/kabs/,1189,YZXAAA8REA77,,,,,, -   , -   , -   , 9 ,, 9 ,0,0,Tier II,,,
5R06,50290,5R06-038,City of Ripon,,,Ripon Shared Ride Taxi,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,100 E Jackson St,,,Ripon,WI,54971,1312,5,https://www.cityofripon.com/index.asp?SEC=5C0320BC-9CD8-40C6-98B1-F5CA454F217A,1245,K329RB33YEB1,,,,,, -   , -   , -   ,, 4 , 4 ,0,0,Tier II,,,
5R06,50291,5R06-035,Village of Prairie du Sac,Transportation,,Sauk Prairie Taxi,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,335 Galena Street,,,Prairie Du Sac,WI,53578,,5,https://www.prairiedusac.net/transportation,1245,HRDVKLGD62M5,,,,,, -   , -   , -   ,, 3 , 3 ,0,0,Tier II,,,
5R05,50292,5R05-044,Bowling Green Transit,Community Development,,BG Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,304 N Church St,,,Bowling Green,OH,43402,2306,5,http://www.bgohio.org,1225,NVTEJCC1GBL6,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
5R05,50293,5R05-063,Monroe County Public Transportation,,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,101 N Main St Rm 22,,507,Woodsfield,OH,43793,1097,5,http://www.monroecountyohio.com/departments/index.php,1225,JCV7PJ2Q86E6,,,,,, -   , -   , -   , 13 ,, 13 ,0,0,Tier II,,,
5R05,50294,5R05-081,Hocking Athens Perry CAC - InterCity,Transportation,HAPCAP,GoBus,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,,Intercity Bus,12/31/24,4/30/25,3 Cardaras Dr,,,Glouster,OH,45732,8011,5,https://hapcap.org/transportation/gobus/,1225,RRMNVKKLHLE3,,,,,, -   , -   , -   ,,,,,,Tier II,,,
5R06,50295,5R06-006,Rusk County Transit Commission,Transit Commission,RCTC,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,311 Miner Ave E,,40,Ladysmith,WI,54848,2862,5,http://www.ruskcounty.org,1245,K5N6KDXQKZB7,,,,,, -   , -   , -   , 16 ,, 16 ,16,16,Tier II,,,
