Agency,UZA_Name,UACE_Code,Report_Year,Mode_Name,UZA_Area(Sq Miles),UZA_Pop,Service_Area(Sq Miles),Service_Area_Pop,Time_Period,VRM,VRH,UPT
"Transit Management of Central Maryland, Inc., dba: Regional Transportation Agency of Central Maryland","Baltimore, MD",4843.0,2024,Bus,654.93,2212038.0,251.0,321113.0,Annual Total,1798850.0,111039.0,880663.0
"Susquehanna Regional Transportation Authority, dba: rabbittransit","Harrisburg, PA",37081.0,2024,Commuter Bus,250.25,490859.0,5619.0,1544476.0,Annual Total,38573.0,1445.0,3346.0
"Susquehanna Regional Transportation Authority, dba: rabbittransit","Harrisburg, PA",37081.0,2024,Commuter Bus,250.25,490859.0,5619.0,1544476.0,Annual Total,318899.0,9557.0,32803.0
"Susquehanna Regional Transportation Authority, dba: rabbittransit","Harrisburg, PA",37081.0,2024,Demand Response,250.25,490859.0,5619.0,1544476.0,Annual Total,3979116.0,197187.0,414016.0
"Susquehanna Regional Transportation Authority, dba: rabbittransit","Harrisburg, PA",37081.0,2024,Demand Response,250.25,490859.0,5619.0,1544476.0,Annual Total,3312847.0,175258.0,375273.0
"Susquehanna Regional Transportation Authority, dba: rabbittransit","Harrisburg, PA",37081.0,2024,Demand Response,250.25,490859.0,5619.0,1544476.0,Annual Total,127166.0,4507.0,4690.0
"Susquehanna Regional Transportation Authority, dba: rabbittransit","Harrisburg, PA",37081.0,2024,Bus,250.25,490859.0,5619.0,1544476.0,Annual Total,201144.0,14085.0,61372.0
"Susquehanna Regional Transportation Authority, dba: rabbittransit","Harrisburg, PA",37081.0,2024,Bus,250.25,490859.0,5619.0,1544476.0,Annual Total,2687247.0,218391.0,2436830.0
"RIVER VALLEY TRANSIT AUTHORITY, dba: River Valley Transit","Williamsport, PA",95455.0,2024,Demand Response,27.72,55344.0,92.0,67938.0,Annual Total,86855.0,3653.0,6178.0
"RIVER VALLEY TRANSIT AUTHORITY, dba: River Valley Transit","Williamsport, PA",95455.0,2024,Bus,27.72,55344.0,92.0,67938.0,Annual Total,871090.0,52368.0,791679.0
"City of Weirton, dba: Weirton Transit","Steubenville--Weirton, OH--WV--PA",84859.0,2024,Demand Response,46.34,64981.0,19.0,19163.0,Annual Total,45032.0,3996.0,10757.0
"City of Weirton, dba: Weirton Transit","Steubenville--Weirton, OH--WV--PA",84859.0,2024,Bus,46.34,64981.0,19.0,19163.0,Annual Total,135095.0,11989.0,32271.0
Delmarva Community Services Inc.,,,2024,Demand Response,0.0,,,,Annual Total,433238.0,20724.0,59291.0
Delmarva Community Services Inc.,,,2024,Bus,0.0,,,,Annual Total,709853.0,34946.0,135973.0
"Central Shenandoah Planning District Commission, dba: BRITE Bus","Staunton--Waynesboro, VA",84630.0,2024,Demand Response,39.15,59065.0,25.0,51160.0,Annual Total,63142.0,4611.0,9879.0
"Central Shenandoah Planning District Commission, dba: BRITE Bus","Staunton--Waynesboro, VA",84630.0,2024,Bus,39.15,59065.0,25.0,51160.0,Annual Total,642477.0,31925.0,202763.0
Airport Corridor Transportation Association,"Pittsburgh, PA",69697.0,2024,Demand Response,906.64,1745039.0,28.0,65282.0,Annual Total,90438.0,6602.0,25126.0
"County of Greensville, dba: Greensville Emporia Transit",,,2024,Bus,0.0,,,,Annual Total,54115.0,3078.0,11791.0
"Allied Coordinated Transportation Services, Inc.",,,2024,Demand Response,0.0,,,,Annual Total,345489.0,18279.0,91386.0
"Blair Senior Services, Inc.","Altoona, PA",1792.0,2024,Demand Response,37.01,74426.0,525.0,122822.0,Annual Total,421694.0,30219.0,86266.0
"Call-A-Ride Service, Inc.",,,2024,Demand Response,0.0,,,,Annual Total,267795.0,13434.0,35791.0
"Clarion County, dba: Clarion County Transportation",,,2024,Demand Response,0.0,,,,Annual Total,306797.0,13042.0,21196.0
Forest County,,,2024,Demand Response,0.0,,,,Annual Total,270238.0,8440.0,16462.0
"Wayne County, dba: Wayne County Transportation System",,,2024,Demand Response,0.0,,8426.0,395300.0,Annual Total,938635.0,43323.0,57146.0
"STEP, Inc.","Williamsport, PA",95455.0,2024,Demand Response,27.72,55344.0,5004.0,151638.0,Annual Total,590240.0,21576.0,74400.0
Pike County,,,2024,Demand Response,0.0,,,,Annual Total,308078.0,11134.0,27264.0
"Huntingdon-Bedford-Fulton Area Agency on Aging, dba: CART Senior Transportation",,,2024,Demand Response,0.0,,,,Annual Total,435594.0,18381.0,59602.0
Greene County - PA,,,2024,Demand Response,0.0,,,,Annual Total,265470.0,15672.0,35066.0
"County of Butler, dba: Butler Area Rural Transit",,,2024,Demand Response,0.0,,,,Annual Total,134773.0,6701.0,21953.0
Centre County,"State College, PA",84493.0,2024,Demand Response,25.92,83674.0,1107.0,158172.0,Annual Total,677910.0,34443.0,68684.0
"Somerset County, dba: Somerset County Transportation System",,,2024,Demand Response,0.0,,,,Annual Total,178039.0,8286.0,33076.0
"Susquehanna County, dba: Susquehanna-Wyoming County Transportation",,,2024,Demand Response,0.0,,,,Annual Total,407096.0,18367.0,35532.0
Chattanooga Area Regional Transportation Authority,"Chattanooga, TN--GA",15832.0,2024,Demand Response,291.7,398569.0,289.0,187030.0,Annual Total,483234.0,41350.0,52454.0
Chattanooga Area Regional Transportation Authority,"Chattanooga, TN--GA",15832.0,2024,Inclined Plane,291.7,398569.0,289.0,187030.0,Annual Total,18623.0,5930.0,503648.0
Chattanooga Area Regional Transportation Authority,"Chattanooga, TN--GA",15832.0,2024,Bus,291.7,398569.0,289.0,187030.0,Annual Total,2105302.0,166760.0,1252571.0
"City of Knoxville, dba: Knoxville Area Transit","Knoxville, TN",45640.0,2024,Demand Response,431.91,597257.0,104.0,192648.0,Annual Total,509966.0,37598.0,61862.0
"City of Knoxville, dba: Knoxville Area Transit","Knoxville, TN",45640.0,2024,Bus,431.91,597257.0,104.0,192648.0,Annual Total,2524246.0,199713.0,2735417.0
"City of Memphis, dba: Memphis Area Transit Authority","Memphis, TN--MS--AR",56116.0,2024,Demand Response,491.27,1056190.0,254.0,627200.0,Annual Total,1593557.0,102932.0,229733.0
"City of Memphis, dba: Memphis Area Transit Authority","Memphis, TN--MS--AR",56116.0,2024,Bus,491.27,1056190.0,254.0,627200.0,Annual Total,3453793.0,229752.0,2627188.0
"City of Memphis, dba: Memphis Area Transit Authority","Memphis, TN--MS--AR",56116.0,2024,Streetcar Rail,491.27,1056190.0,254.0,627200.0,Annual Total,61860.0,13369.0,261692.0
"Metropolitan Transit Authority, dba: WeGo Public Transit","Nashville-Davidson, TN",61273.0,2024,Demand Response,584.95,1158642.0,504.0,703953.0,Annual Total,2037237.0,137806.0,228187.0
"Metropolitan Transit Authority, dba: WeGo Public Transit","Nashville-Davidson, TN",61273.0,2024,Demand Response,584.95,1158642.0,504.0,703953.0,Annual Total,1295784.0,44474.0,138128.0
"Metropolitan Transit Authority, dba: WeGo Public Transit","Nashville-Davidson, TN",61273.0,2024,Bus,584.95,1158642.0,504.0,703953.0,Annual Total,6649784.0,541805.0,8491839.0
"City of Asheville, dba: ART (Asheville Rides Transit)","Asheville, NC",3358.0,2024,Bus,248.58,285776.0,45.0,95053.0,Annual Total,1278231.0,103285.0,1607423.0
"Cape Fear Public Transportation Authority, dba: Wave Transit","Wilmington, NC",95833.0,2024,Demand Response,142.25,255329.0,112.0,191698.0,Annual Total,362321.0,27577.0,55939.0
"Cape Fear Public Transportation Authority, dba: Wave Transit","Wilmington, NC",95833.0,2024,Bus,142.25,255329.0,112.0,191698.0,Annual Total,1076989.0,75990.0,659875.0
"City of Raleigh, dba: GoRaleigh","Raleigh, NC",73261.0,2024,Demand Response,554.82,1106646.0,125.0,474069.0,Annual Total,4204191.0,319420.0,322067.0
"City of Raleigh, dba: GoRaleigh","Raleigh, NC",73261.0,2024,Bus,554.82,1106646.0,125.0,474069.0,Annual Total,3740801.0,299444.0,4355570.0
City of Charlotte North Carolina,"Charlotte, NC--SC",15670.0,2024,Commuter Bus,657.61,1379873.0,675.0,1329749.0,Annual Total,508876.0,22004.0,224477.0
City of Charlotte North Carolina,"Charlotte, NC--SC",15670.0,2024,Demand Response,657.61,1379873.0,675.0,1329749.0,Annual Total,1845474.0,115176.0,185196.0
City of Charlotte North Carolina,"Charlotte, NC--SC",15670.0,2024,Light Rail,657.61,1379873.0,675.0,1329749.0,Annual Total,1596954.0,106646.0,5804651.0
City of Charlotte North Carolina,"Charlotte, NC--SC",15670.0,2024,Bus,657.61,1379873.0,675.0,1329749.0,Annual Total,8608644.0,634533.0,8083605.0
City of Charlotte North Carolina,"Charlotte, NC--SC",15670.0,2024,Streetcar Rail,657.61,1379873.0,675.0,1329749.0,Annual Total,99305.0,21890.0,561817.0
City of Charlotte North Carolina,"Charlotte, NC--SC",15670.0,2024,Vanpool,657.61,1379873.0,675.0,1329749.0,Annual Total,511502.0,10134.0,43305.0
"City of Fayetteville, dba: Fayetteville Area System of Transit","Fayetteville, NC",29440.0,2024,Demand Response,195.92,325008.0,95.0,164400.0,Annual Total,375465.0,24422.0,54360.0
"City of Fayetteville, dba: Fayetteville Area System of Transit","Fayetteville, NC",29440.0,2024,Bus,195.92,325008.0,95.0,164400.0,Annual Total,1216809.0,83132.0,1466680.0
"City of Gastonia, dba: Gastonia Transit","Gastonia, NC",32653.0,2024,Demand Response,124.58,176897.0,45.0,82653.0,Annual Total,33992.0,814.0,4433.0
"City of Gastonia, dba: Gastonia Transit","Gastonia, NC",32653.0,2024,Bus,124.58,176897.0,45.0,82653.0,Annual Total,298608.0,20884.0,124413.0
"City of High Point, dba: High Point Transit System","High Point, NC",38809.0,2024,Demand Response,100.79,167830.0,95.0,116065.0,Annual Total,71502.0,7566.0,14463.0
"City of High Point, dba: High Point Transit System","High Point, NC",38809.0,2024,Bus,100.79,167830.0,95.0,116065.0,Annual Total,390568.0,25045.0,518516.0
"City of Winston Salem, dba: Winston-Salem Transit Authority","Winston-Salem, NC",96670.0,2024,Demand Response,310.79,420924.0,134.0,254987.0,Annual Total,978059.0,64498.0,163282.0
"City of Winston Salem, dba: Winston-Salem Transit Authority","Winston-Salem, NC",96670.0,2024,Bus,310.79,420924.0,134.0,254987.0,Annual Total,1882885.0,145010.0,1615516.0
"Ms Coast Transportation Authority, dba: COAST TRANSIT AUTHORITY","Gulfport--Biloxi, MS",35920.0,2024,Demand Response,168.64,236344.0,80.0,124940.0,Annual Total,487833.0,32970.0,76412.0
"Ms Coast Transportation Authority, dba: COAST TRANSIT AUTHORITY","Gulfport--Biloxi, MS",35920.0,2024,Bus,168.64,236344.0,80.0,124940.0,Annual Total,786315.0,58458.0,663481.0
"Ms Coast Transportation Authority, dba: COAST TRANSIT AUTHORITY","Gulfport--Biloxi, MS",35920.0,2024,Vanpool,168.64,236344.0,80.0,124940.0,Annual Total,763019.0,13957.0,74052.0
"City of Jackson, MS","Jackson, MS",42211.0,2024,Demand Response,237.16,347693.0,61.0,143709.0,Annual Total,291224.0,22290.0,53038.0
"City of Jackson, MS","Jackson, MS",42211.0,2024,Bus,237.16,347693.0,61.0,143709.0,Annual Total,610051.0,42322.0,352523.0
"City of Ashland, dba: Ashland Bus System","Huntington, WV--KY--OH",40753.0,2024,Demand Response,128.87,200157.0,17.0,23540.0,Annual Total,53722.0,5897.0,9675.0
"City of Ashland, dba: Ashland Bus System","Huntington, WV--KY--OH",40753.0,2024,Bus,128.87,200157.0,17.0,23540.0,Annual Total,159958.0,12396.0,68417.0
"Lexington Transit Authority, dba: Lextran","Lexington-Fayette, KY",49582.0,2024,Demand Response,83.99,315631.0,284.0,295803.0,Annual Total,1021015.0,75732.0,150921.0
"Lexington Transit Authority, dba: Lextran","Lexington-Fayette, KY",49582.0,2024,Bus,83.99,315631.0,284.0,295803.0,Annual Total,1853214.0,194412.0,3990477.0
"Lexington Transit Authority, dba: Lextran","Lexington-Fayette, KY",49582.0,2024,Vanpool,83.99,315631.0,284.0,295803.0,Annual Total,67506.0,1818.0,21971.0
Transit Authority of River City,"Louisville/Jefferson County, KY--IN",51755.0,2024,Demand Response,400.86,974397.0,269.0,715885.0,Annual Total,2857608.0,179834.0,250506.0
Transit Authority of River City,"Louisville/Jefferson County, KY--IN",51755.0,2024,Demand Response,400.86,974397.0,269.0,715885.0,Annual Total,1514658.0,99752.0,138679.0
Transit Authority of River City,"Louisville/Jefferson County, KY--IN",51755.0,2024,Bus,400.86,974397.0,269.0,715885.0,Annual Total,6607823.0,525170.0,6561028.0
Transit Authority of River City,"Louisville/Jefferson County, KY--IN",51755.0,2024,Bus,400.86,974397.0,269.0,715885.0,Annual Total,21393.0,1904.0,5104.0
Transit Authority of Northern Kentucky,"Cincinnati, OH--KY",16885.0,2024,Demand Response,752.28,1686744.0,267.0,369154.0,Annual Total,492633.0,24273.0,74581.0
Transit Authority of Northern Kentucky,"Cincinnati, OH--KY",16885.0,2024,Bus,752.28,1686744.0,267.0,369154.0,Annual Total,3054654.0,221177.0,2035146.0
"City of Owensboro, dba: Owensboro Transit Systems","Owensboro, KY",66484.0,2024,Bus,36.4,76433.0,21.0,60011.0,Annual Total,421961.0,29806.0,256851.0
"City of Albany , dba: Albany Transit System","Albany, GA",901.0,2024,Demand Response,66.51,85960.0,17.0,84844.0,Annual Total,55949.0,4348.0,6809.0
"City of Albany , dba: Albany Transit System","Albany, GA",901.0,2024,Bus,66.51,85960.0,17.0,84844.0,Annual Total,388033.0,21453.0,309527.0
Metropolitan Atlanta Rapid Transit Authority,"Atlanta, GA",3817.0,2024,Demand Response,2553.04,5100112.0,605.0,1742072.0,Annual Total,7603631.0,511386.0,759097.0
Metropolitan Atlanta Rapid Transit Authority,"Atlanta, GA",3817.0,2024,Heavy Rail,2553.04,5100112.0,605.0,1742072.0,Annual Total,18883430.0,706474.0,31126899.0
Metropolitan Atlanta Rapid Transit Authority,"Atlanta, GA",3817.0,2024,Bus,2553.04,5100112.0,605.0,1742072.0,Annual Total,23937854.0,1883378.0,33066907.0
Metropolitan Atlanta Rapid Transit Authority,"Atlanta, GA",3817.0,2024,Bus,2553.04,5100112.0,605.0,1742072.0,Annual Total,52215.0,9781.0,350926.0
Metropolitan Atlanta Rapid Transit Authority,"Atlanta, GA",3817.0,2024,Streetcar Rail,2553.04,5100112.0,605.0,1742072.0,Annual Total,53001.0,10706.0,283536.0
"Augusta Richmond County Transit Department, dba: Augusta Transit","Augusta-Richmond County, GA--SC",4222.0,2024,Demand Response,273.29,431480.0,25.0,206303.0,Annual Total,124271.0,11190.0,18941.0
"Augusta Richmond County Transit Department, dba: Augusta Transit","Augusta-Richmond County, GA--SC",4222.0,2024,Bus,273.29,431480.0,25.0,206303.0,Annual Total,540548.0,41755.0,417091.0
"Columbus Consolidated Government, dba: METRA","Columbus, GA--AL",19099.0,2024,Demand Response,142.86,267746.0,132.0,230208.0,Annual Total,310156.0,24129.0,33150.0
"Columbus Consolidated Government, dba: METRA","Columbus, GA--AL",19099.0,2024,Bus,142.86,267746.0,132.0,230208.0,Annual Total,903849.0,63716.0,764706.0
Chatham Area Transit Authority,"Savannah, GA",79768.0,2024,Demand Response,205.85,309466.0,331.0,303655.0,Annual Total,762068.0,48086.0,71148.0
Chatham Area Transit Authority,"Savannah, GA",79768.0,2024,Ferryboat,205.85,309466.0,331.0,303655.0,Annual Total,12391.0,5789.0,613230.0
Chatham Area Transit Authority,"Savannah, GA",79768.0,2024,Bus,205.85,309466.0,331.0,303655.0,Annual Total,1581442.0,105893.0,1936800.0
"Manatee County Board of County Commissioners, dba: Manatee County Area Transit","Bradenton--Sarasota--Venice, FL",9536.0,2024,Demand Response,404.28,779075.0,743.0,439566.0,Annual Total,607487.0,52270.0,76841.0
"Manatee County Board of County Commissioners, dba: Manatee County Area Transit","Bradenton--Sarasota--Venice, FL",9536.0,2024,Bus,404.28,779075.0,743.0,439566.0,Annual Total,1417646.0,97097.0,2137255.0
Pinellas Suncoast Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Demand Response,968.94,2783045.0,3840.0,4052996.0,Annual Total,1168441.0,90337.0,128363.0
Pinellas Suncoast Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Demand Response,968.94,2783045.0,3840.0,4052996.0,Annual Total,290732.0,11944.0,47207.0
Pinellas Suncoast Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Demand Response,968.94,2783045.0,3840.0,4052996.0,Annual Total,463332.0,16304.0,68646.0
Pinellas Suncoast Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Bus,968.94,2783045.0,3840.0,4052996.0,Annual Total,8630717.0,613433.0,8594145.0
Pinellas Suncoast Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Bus,968.94,2783045.0,3840.0,4052996.0,Annual Total,464198.0,40715.0,421837.0
Pinellas Suncoast Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Bus Rapid Transit,968.94,2783045.0,3840.0,4052996.0,Annual Total,498135.0,37419.0,761145.0
Pinellas Suncoast Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Vanpool,968.94,2783045.0,3840.0,4052996.0,Annual Total,3038562.0,77503.0,347339.0
"Lee County , dba: LeeTran","Cape Coral, FL",13510.0,2024,Demand Response,331.8,599242.0,820.0,840698.0,Annual Total,1884136.0,112622.0,220045.0
"Lee County , dba: LeeTran","Cape Coral, FL",13510.0,2024,Bus,331.8,599242.0,820.0,840698.0,Annual Total,2814609.0,179487.0,1826313.0
"Broward County Board of County Commissioners, dba: Broward County Transit Division","Miami--Fort Lauderdale, FL",56602.0,2024,Demand Response,1244.18,6077522.0,410.0,2200561.0,Annual Total,11536473.0,719991.0,1048353.0
"Broward County Board of County Commissioners, dba: Broward County Transit Division","Miami--Fort Lauderdale, FL",56602.0,2024,Bus,1244.18,6077522.0,410.0,2200561.0,Annual Total,14165895.0,1145438.0,24061962.0
"Broward County Board of County Commissioners, dba: Broward County Transit Division","Miami--Fort Lauderdale, FL",56602.0,2024,Bus,1244.18,6077522.0,410.0,2200561.0,Annual Total,230120.0,16089.0,144829.0
"City of Gainesville, FL, dba: Regional Transit System","Gainesville, FL",32167.0,2024,Demand Response,87.7,213748.0,106.0,199300.0,Annual Total,503832.0,32420.0,47797.0
"City of Gainesville, FL, dba: Regional Transit System","Gainesville, FL",32167.0,2024,Bus,87.7,213748.0,106.0,199300.0,Annual Total,2919580.0,243170.0,5481555.0
"City of Gainesville, FL, dba: Regional Transit System","Gainesville, FL",32167.0,2024,Vanpool,87.7,213748.0,106.0,199300.0,Annual Total,78965.0,1662.0,9903.0
"Lakeland Area Mass Transit District , dba: Citrus Connection","Lakeland, FL",46828.0,2024,Demand Response,145.93,277915.0,1798.0,818330.0,Annual Total,586583.0,51032.0,83173.0
"Lakeland Area Mass Transit District , dba: Citrus Connection","Lakeland, FL",46828.0,2024,Demand Response,145.93,277915.0,1798.0,818330.0,Annual Total,60140.0,4361.0,7661.0
"Lakeland Area Mass Transit District , dba: Citrus Connection","Lakeland, FL",46828.0,2024,Bus,145.93,277915.0,1798.0,818330.0,Annual Total,1529536.0,98933.0,809949.0
"Lakeland Area Mass Transit District , dba: Citrus Connection","Lakeland, FL",46828.0,2024,Bus,145.93,277915.0,1798.0,818330.0,Annual Total,568036.0,31911.0,64601.0
"County of Volusia, dba: VOTRAN","Daytona Beach--Palm Coast--Port Orange, FL",22612.0,2024,Demand Response,212.36,402126.0,1207.0,590357.0,Annual Total,1116379.0,64914.0,122590.0
"County of Volusia, dba: VOTRAN","Daytona Beach--Palm Coast--Port Orange, FL",22612.0,2024,Demand Response,212.36,402126.0,1207.0,590357.0,Annual Total,928584.0,58150.0,128697.0
"County of Volusia, dba: VOTRAN","Daytona Beach--Palm Coast--Port Orange, FL",22612.0,2024,Demand Response,212.36,402126.0,1207.0,590357.0,Annual Total,183931.0,11869.0,22270.0
"County of Volusia, dba: VOTRAN","Daytona Beach--Palm Coast--Port Orange, FL",22612.0,2024,Bus,212.36,402126.0,1207.0,590357.0,Annual Total,2668190.0,177598.0,2002856.0
"County of Volusia, dba: VOTRAN","Daytona Beach--Palm Coast--Port Orange, FL",22612.0,2024,Vanpool,212.36,402126.0,1207.0,590357.0,Annual Total,150774.0,2824.0,12998.0
County of Miami-Dade,"Miami--Fort Lauderdale, FL",56602.0,2024,Commuter Bus,1244.18,6077522.0,306.0,2701767.0,Annual Total,1268990.0,39594.0,401124.0
County of Miami-Dade,"Miami--Fort Lauderdale, FL",56602.0,2024,Demand Response,1244.18,6077522.0,306.0,2701767.0,Annual Total,13260653.0,1115624.0,1554913.0
County of Miami-Dade,"Miami--Fort Lauderdale, FL",56602.0,2024,Heavy Rail,1244.18,6077522.0,306.0,2701767.0,Annual Total,7456012.0,341073.0,14515543.0
County of Miami-Dade,"Miami--Fort Lauderdale, FL",56602.0,2024,Bus,1244.18,6077522.0,306.0,2701767.0,Annual Total,22516799.0,1842463.0,62327289.0
County of Miami-Dade,"Miami--Fort Lauderdale, FL",56602.0,2024,Bus,1244.18,6077522.0,306.0,2701767.0,Annual Total,1693461.0,157021.0,1754170.0
County of Miami-Dade,"Miami--Fort Lauderdale, FL",56602.0,2024,Monorail/Automated Guideway,1244.18,6077522.0,306.0,2701767.0,Annual Total,716196.0,70216.0,7316693.0
County of Miami-Dade,"Miami--Fort Lauderdale, FL",56602.0,2024,Vanpool,1244.18,6077522.0,306.0,2701767.0,Annual Total,2810014.0,61513.0,379977.0
Central Florida Regional Transportation Authority,"Orlando, FL",65863.0,2024,Demand Response,644.61,1853896.0,2864.0,2456081.0,Annual Total,24666.0,3398.0,3833.0
Central Florida Regional Transportation Authority,"Orlando, FL",65863.0,2024,Demand Response,644.61,1853896.0,2864.0,2456081.0,Annual Total,8521020.0,550616.0,717383.0
Central Florida Regional Transportation Authority,"Orlando, FL",65863.0,2024,Bus,644.61,1853896.0,2864.0,2456081.0,Annual Total,15828647.0,1172804.0,18217346.0
Central Florida Regional Transportation Authority,"Orlando, FL",65863.0,2024,Bus Rapid Transit,644.61,1853896.0,2864.0,2456081.0,Annual Total,196690.0,32614.0,416414.0
Central Florida Regional Transportation Authority,"Orlando, FL",65863.0,2024,Vanpool,644.61,1853896.0,2864.0,2456081.0,Annual Total,1488073.0,47471.0,266493.0
City of Tallahassee,"Tallahassee, FL",86464.0,2024,Demand Response,125.46,252934.0,668.0,292198.0,Annual Total,162562.0,9967.0,35500.0
City of Tallahassee,"Tallahassee, FL",86464.0,2024,Demand Response,125.46,252934.0,668.0,292198.0,Annual Total,213734.0,12491.0,33656.0
City of Tallahassee,"Tallahassee, FL",86464.0,2024,Demand Response,125.46,252934.0,668.0,292198.0,Annual Total,184451.0,13370.0,49990.0
City of Tallahassee,"Tallahassee, FL",86464.0,2024,Bus,125.46,252934.0,668.0,292198.0,Annual Total,1532062.0,143051.0,2320412.0
City of Tallahassee,"Tallahassee, FL",86464.0,2024,Bus,125.46,252934.0,668.0,292198.0,Annual Total,33115.0,2506.0,15236.0
"Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.","Miami--Fort Lauderdale, FL",56602.0,2024,Demand Response,1244.18,6077522.0,1702.0,1492191.0,Annual Total,9892578.0,651083.0,1024336.0
"Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.","Miami--Fort Lauderdale, FL",56602.0,2024,Bus,1244.18,6077522.0,1702.0,1492191.0,Annual Total,7425413.0,514564.0,8587166.0
"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit","Pensacola, FL--AL",68482.0,2024,Demand Response,262.54,390172.0,195.0,258153.0,Annual Total,973051.0,59801.0,107318.0
"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit","Pensacola, FL--AL",68482.0,2024,Bus,262.54,390172.0,195.0,258153.0,Annual Total,1172443.0,86824.0,801840.0
Jacksonville Transportation Authority,"Jacksonville, FL",42346.0,2024,Commuter Bus,573.27,1247374.0,1807.0,1285641.0,Annual Total,176757.0,7442.0,4759.0
Jacksonville Transportation Authority,"Jacksonville, FL",42346.0,2024,Demand Response,573.27,1247374.0,1807.0,1285641.0,Annual Total,3034336.0,196587.0,302369.0
Jacksonville Transportation Authority,"Jacksonville, FL",42346.0,2024,Ferryboat,573.27,1247374.0,1807.0,1285641.0,Annual Total,10163.0,5105.0,424242.0
Jacksonville Transportation Authority,"Jacksonville, FL",42346.0,2024,Bus,573.27,1247374.0,1807.0,1285641.0,Annual Total,7743086.0,577384.0,6311098.0
Jacksonville Transportation Authority,"Jacksonville, FL",42346.0,2024,Bus,573.27,1247374.0,1807.0,1285641.0,Annual Total,198089.0,10828.0,20999.0
Jacksonville Transportation Authority,"Jacksonville, FL",42346.0,2024,Monorail/Automated Guideway,573.27,1247374.0,1807.0,1285641.0,Annual Total,84759.0,7035.0,307328.0
Hillsborough Area Regional Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Demand Response,968.94,2783045.0,418.0,1127178.0,Annual Total,1744985.0,126603.0,175847.0
Hillsborough Area Regional Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Demand Response,968.94,2783045.0,418.0,1127178.0,Annual Total,489798.0,24680.0,91302.0
Hillsborough Area Regional Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Bus,968.94,2783045.0,418.0,1127178.0,Annual Total,6584155.0,528444.0,11308431.0
Hillsborough Area Regional Transit Authority,"Tampa--St. Petersburg, FL",86599.0,2024,Streetcar Rail,968.94,2783045.0,418.0,1127178.0,Annual Total,128446.0,24778.0,1323715.0
Birmingham-Jefferson County Transit Authority,"Birmingham, AL",7786.0,2024,Demand Response,509.27,774956.0,186.0,541852.0,Annual Total,800729.0,48798.0,107532.0
Birmingham-Jefferson County Transit Authority,"Birmingham, AL",7786.0,2024,Demand Response,509.27,774956.0,186.0,541852.0,Annual Total,83120.0,6917.0,20432.0
Birmingham-Jefferson County Transit Authority,"Birmingham, AL",7786.0,2024,Bus,509.27,774956.0,186.0,541852.0,Annual Total,1524914.0,124533.0,1500274.0
Birmingham-Jefferson County Transit Authority,"Birmingham, AL",7786.0,2024,Bus Rapid Transit,509.27,774956.0,186.0,541852.0,Annual Total,223501.0,24293.0,389911.0
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM","Mobile, AL",57925.0,2024,Demand Response,220.75,321907.0,179.0,243800.0,Annual Total,522675.0,37052.0,70338.0
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM","Mobile, AL",57925.0,2024,Bus,220.75,321907.0,179.0,243800.0,Annual Total,1103790.0,80558.0,557236.0
"City of Montgomery, dba:  The M Transit","Montgomery, AL",58600.0,2024,Demand Response,145.1,254348.0,135.0,205764.0,Annual Total,178810.0,15159.0,14115.0
"City of Montgomery, dba:  The M Transit","Montgomery, AL",58600.0,2024,Bus,145.1,254348.0,135.0,205764.0,Annual Total,1230091.0,75434.0,475299.0
"Tuscaloosa County Parking and Transit Authority, dba: Tuscaloosa Transit Authority","Tuscaloosa, AL",89110.0,2024,Demand Response,88.16,156450.0,171.0,136487.0,Annual Total,124113.0,9929.0,13699.0
"Tuscaloosa County Parking and Transit Authority, dba: Tuscaloosa Transit Authority","Tuscaloosa, AL",89110.0,2024,Bus,88.16,156450.0,171.0,136487.0,Annual Total,301867.0,29750.0,282456.0
"Sarasota County , dba: Breeze Transit","Bradenton--Sarasota--Venice, FL",9536.0,2024,Demand Response,404.28,779075.0,596.0,541885.0,Annual Total,3337412.0,195340.0,542403.0
"Sarasota County , dba: Breeze Transit","Bradenton--Sarasota--Venice, FL",9536.0,2024,Bus,404.28,779075.0,596.0,541885.0,Annual Total,1998482.0,147307.0,1451943.0
"Sarasota County , dba: Breeze Transit","Bradenton--Sarasota--Venice, FL",9536.0,2024,Bus,404.28,779075.0,596.0,541885.0,Annual Total,176037.0,11975.0,347603.0
