Agency,UZA_Name,UACE_Code,Report_Year,Mode_Name,UZA_Area(Sq Miles),UZA_Pop,Service_Area(Sq Miles),Service_Area_Pop,Time_Period,VRM,VRH,UPT
Village of Bellwood,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,2.0,18789.0,Annual Total,21172.0,2387.0,5883.0
Moraine Township,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,15.0,33866.0,Annual Total,8595.0,623.0,2849.0
Town of Cicero,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,6.0,81004.0,Annual Total,30751.0,3621.0,5413.0
Rich Township,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,37.0,72426.0,Annual Total,68925.0,3179.0,13530.0
Village of Orland Park,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,22.0,57074.0,Annual Total,8145.0,746.0,948.0
Village of Orland Hills,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,33.0,6893.0,Annual Total,11445.0,1141.0,2445.0
City of Oak Forest,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,6.0,27331.0,Annual Total,4890.0,422.0,2973.0
Lemont Township,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,21.0,22065.0,Annual Total,13559.0,1392.0,3174.0
"Lake Villa Township, dba: Tri-Township Transit","Round Lake Beach--McHenry--Grayslake, IL--WI",76474.0,2024,Demand Response,127.61,261835.0,91.0,95382.0,Annual Total,4360.0,262.0,1393.0
Lisle Township,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,36.0,119040.0,Annual Total,10245.0,965.0,1534.0
Palatine Township,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,36.0,114000.0,Annual Total,46659.0,3392.0,9190.0
"Washington Township, dba: Township Dial-A-Ride","Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,73.0,3500.0,Annual Total,1665.0,98.0,436.0
"Bremen Township, dba: Senior Wheels","Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,38.0,107149.0,Annual Total,39302.0,3640.0,3925.0
Hampshire Township,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,400.0,500000.0,Annual Total,13325.0,1033.0,3347.0
Village of Forest Park,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,17.0,14340.0,Annual Total,13463.0,3016.0,5816.0
"Village of Norridge, dba: Norridge Bus Service","Chicago, IL--IN",16264.0,2024,Bus,2337.89,8671746.0,2.0,14000.0,Annual Total,8955.0,900.0,1488.0
"Triton College, dba: Success Express","Chicago, IL--IN",16264.0,2024,Bus,2337.89,8671746.0,1.0,10644.0,Annual Total,9478.0,557.0,9753.0
Village of Elmwood Park,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,5.0,23604.0,Annual Total,11444.0,837.0,3348.0
Village of Crestwood,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,6.0,10826.0,Annual Total,8834.0,1722.0,3876.0
"Village of Park Forest, dba: Jolly Trolley","Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,5.0,21000.0,Annual Total,18211.0,1075.0,6397.0
City of Berwyn,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,54.0,55772.0,Annual Total,54267.0,10497.0,15640.0
Village of Schaumburg,"Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,19.0,78723.0,Annual Total,150727.0,14524.0,36289.0
"City of Palos Hills, dba: Palos Area Transportation for Elderly and Disabled","Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,35.0,56836.0,Annual Total,11369.0,833.0,2976.0
"City of Wood Dale, dba: Dial-A-Ride","Chicago, IL--IN",16264.0,2024,Demand Response,2337.89,8671746.0,5.0,14000.0,Annual Total,9064.0,1230.0,1771.0
Chicago State University,"Chicago, IL--IN",16264.0,2024,Bus,2337.89,8671746.0,7.0,1500.0,Annual Total,2708.0,972.0,2342.0
"Grand Portage Reservation Tribal Council, dba: Grand Portage Tribal Transit",Minnesota Non-UZA,27.0,2024,Demand Response,0.0,2336986.0,,,Annual Total,110522.0,2692.0,5103.0
"Menominee Indian Tribe of Wisconsin, dba: Menominee Regional Public Transit",Wisconsin Non-UZA,55.0,2024,Demand Response,0.0,2782206.0,,,Annual Total,573088.0,27785.0,68693.0
"Menominee Indian Tribe of Wisconsin, dba: Menominee Regional Public Transit",Wisconsin Non-UZA,55.0,2024,Bus,0.0,2782206.0,,,Annual Total,364593.0,18349.0,47735.0
"Red Lake Band of the Chippewa, dba: Red Lake Nation Transit",Minnesota Non-UZA,27.0,2024,Demand Response,0.0,2336986.0,,,Annual Total,197762.0,11160.0,19323.0
"Lac Courte Oreilles Band of Ojibwe, dba: Namekagon Transit",Wisconsin Non-UZA,55.0,2024,Demand Response,0.0,2782206.0,,,Annual Total,41052.0,2279.0,4485.0
"Fond du Lac Reservation, dba: FDL Transit",Minnesota Non-UZA,27.0,2024,Demand Response,0.0,2336986.0,,,Annual Total,137119.0,9332.0,14505.0
"Fond du Lac Reservation, dba: FDL Transit",Minnesota Non-UZA,27.0,2024,Bus,0.0,2336986.0,,,Annual Total,21045.0,584.0,567.0
"Bois Forte Band of Chippewa, dba: Big Woods Transit",Minnesota Non-UZA,27.0,2024,Commuter Bus,0.0,2336986.0,,,Annual Total,165591.0,4724.0,8757.0
"Bois Forte Band of Chippewa, dba: Big Woods Transit",Minnesota Non-UZA,27.0,2024,Demand Response,0.0,2336986.0,,,Annual Total,116110.0,5078.0,5456.0
Leech Lake Band of Ojibwe,Minnesota Non-UZA,27.0,2024,Demand Response,0.0,2336986.0,,,Annual Total,532415.0,23567.0,39624.0
Leech Lake Band of Ojibwe,Minnesota Non-UZA,27.0,2024,Bus,0.0,2336986.0,,,Annual Total,57580.0,3211.0,4604.0
"White Earth Band of Chippewa, dba: White Earth Public Transit",Minnesota Non-UZA,27.0,2024,Bus,0.0,2336986.0,,,Annual Total,475955.0,16262.0,25616.0
"Oneida Tribe of Indians of Wisconsin, dba: Oneida Public Transit",Wisconsin Non-UZA,55.0,2024,Demand Response,0.0,2782206.0,,,Annual Total,264576.0,13210.0,37851.0
"Bad River Band of Lake Superior Tribe of Chippewa, dba: Bad River Tribe",Wisconsin Non-UZA,55.0,2024,Bus,0.0,2782206.0,,,Annual Total,227498.0,8610.0,34714.0
"Lac du Flambeau Band of Lake Superior Chippewa Indians, dba: LdF Transit",Wisconsin Non-UZA,55.0,2024,Demand Response,0.0,2782206.0,,,Annual Total,156130.0,6327.0,26320.0
"Sangamon County, dba: Sangamon/Menard Area Regional Transit",,,2024,Demand Response,0.0,,,,Annual Total,120923.0,4346.0,7229.0
City of Stoughton,"Madison, WI",53200.0,2024,Demand Response,149.7,450305.0,64.0,12834.0,Annual Total,63984.0,8213.0,16676.0
"Kankakee-Iroquois Regional Planning Commission, dba: Arrowhead County Public Transportation",,,2024,Demand Response,0.0,,,,Annual Total,279972.0,14572.0,28589.0
"City of Cincinnati, dba: The Connector","Cincinnati, OH--KY",16885.0,2024,Streetcar Rail,752.28,1686744.0,3.0,21692.0,Annual Total,89389.0,14342.0,1159008.0
"City of Milwaukee, dba: Milwaukee Streetcar System - The Hop Streetcar MKE","Milwaukee, WI",57466.0,2024,Streetcar Rail,463.68,1306795.0,1.0,12954.0,Annual Total,98020.0,17739.0,369959.0
"Marshall County, dba: Marshall County Public Transportation",,,2024,Demand Response,0.0,,,,Annual Total,163446.0,10566.0,10536.0
"Central Community Transit Joint Powers Board, dba: Central Community Transit",,,2024,Demand Response,0.0,,,,Annual Total,647719.0,40690.0,172448.0
"Central Community Transit Joint Powers Board, dba: Central Community Transit",,,2024,Bus,0.0,,,,Annual Total,106386.0,7898.0,23874.0
"Douglas County (Illinois), dba: Coles County Council on Aging",,,2024,Demand Response,0.0,,,,Annual Total,57028.0,2016.0,13157.0
Jersey County,,,2024,Demand Response,0.0,,,,Annual Total,240590.0,11311.0,26962.0
"County of Walworth, dba: Wal-to-Wal DIAL-a-RIDE",,,2024,Demand Response,0.0,,,,Annual Total,416549.0,34650.0,39571.0
"Oneida-Vilas Transit Commission, dba: Northwoods Transit Connections",,,2024,Demand Response,0.0,,,,Annual Total,187494.0,13352.0,24088.0
"Oneida-Vilas Transit Commission, dba: Northwoods Transit Connections",,,2024,Bus,0.0,,,,Annual Total,67442.0,2504.0,1227.0
"Faribault-Martin Counties Joint Powers, dba: Prairie Lakes Transit",,,2024,Demand Response,0.0,,,,Annual Total,335397.0,17960.0,27241.0
"Faribault-Martin Counties Joint Powers, dba: Prairie Lakes Transit",,,2024,Bus,0.0,,,,Annual Total,72726.0,7908.0,21549.0
Peoples Express,,,2024,Demand Response,0.0,,,,Annual Total,650634.0,55213.0,148362.0
Western-Washtenaw Area Value Express,,,2024,Demand Response,0.0,,,,Annual Total,197873.0,13057.0,20498.0
Western-Washtenaw Area Value Express,,,2024,Bus,0.0,,,,Annual Total,154019.0,12098.0,15568.0
Pioneer Resources,"Muskegon--Norton Shores, MI",60841.0,2024,Demand Response,112.06,166414.0,1067.0,476438.0,Annual Total,715512.0,35265.0,126848.0
"Washington County Commissioners, dba: Community Action Bus Lines",,,2024,Demand Response,0.0,,53.0,25000.0,Annual Total,105766.0,8935.0,7566.0
"Washington County Commissioners, dba: Community Action Bus Lines",,,2024,Bus,0.0,,53.0,25000.0,Annual Total,47386.0,4559.0,6113.0
Minnesota River Valley Transit,,,2024,Demand Response,0.0,,,,Annual Total,111285.0,13078.0,59730.0
"United Community Action Partnership, Inc., dba: Community Transit",,,2024,Demand Response,0.0,,,,Annual Total,727913.0,48775.0,176357.0
"United Community Action Partnership, Inc., dba: Community Transit",,,2024,Bus,0.0,,,,Annual Total,50513.0,4584.0,11447.0
"County of Clark, dba: Clark County Taxi",,,2024,Demand Response,0.0,,,,Annual Total,128790.0,11378.0,10253.0
Key Opportunities,,,2024,Demand Response,0.0,,,,Annual Total,37630.0,2313.0,1341.0
Coshocton County Coordinated Transportation Agency,,,2024,Demand Response,0.0,,,,Annual Total,363397.0,17278.0,29342.0
"FRS Transportation, Inc, dba: FRS Transportation",,,2024,Demand Response,0.0,,,,Annual Total,2660828.0,111790.0,147305.0
Henry County Transportation Network,,,2024,Demand Response,0.0,,,,Annual Total,706532.0,33007.0,53023.0
Morrow County Area Transit,,,2024,Demand Response,0.0,,,,Annual Total,340582.0,20716.0,25421.0
"Preble County Council on Aging, Inc., dba: Preble Transit",,,2024,Demand Response,0.0,,,,Annual Total,262058.0,15343.0,16167.0
"Access Tusc, dba: Access Tusc Transit",,,2024,Demand Response,0.0,,,,Annual Total,248266.0,12484.0,20420.0
"Shelby Senior Services , dba: ShelbyGo Public Transit",,,2024,Demand Response,0.0,,,,Annual Total,58446.0,7747.0,9705.0
"Brown County YMCA, dba: ACCESS Brown County Public Transit",,,2024,Demand Response,0.0,,,,Annual Total,103049.0,6560.0,6825.0
"Meigs County Public Transit, dba: Meigs Transit",,,2024,Demand Response,0.0,,,,Annual Total,173223.0,10337.0,10202.0
"City of Hudson, dba: Hudson Public Transit",,,2024,Demand Response,0.0,,,,Annual Total,28144.0,3028.0,2775.0
"Adams County Council on Aging , dba: Adams County Public Transit",,,2024,Demand Response,0.0,,,,Annual Total,77261.0,8818.0,8740.0
"City of Amarillo, dba: Amarillo City Transit","Amarillo, TX",1927.0,2024,Demand Response,83.99,205860.0,74.0,200393.0,Annual Total,357945.0,21607.0,47476.0
"City of Amarillo, dba: Amarillo City Transit","Amarillo, TX",1927.0,2024,Bus,83.99,205860.0,74.0,200393.0,Annual Total,521340.0,37031.0,195508.0
"Chickasaw Nation, dba: the Chickasaw Nation",Oklahoma Non-UZA,40.0,2024,Demand Response,0.0,1994607.0,,,Annual Total,73417.0,6000.0,5683.0
Choctaw Nation of Oklahoma,Oklahoma Non-UZA,40.0,2024,Demand Response,0.0,1994607.0,,,Annual Total,1189980.0,31806.0,32363.0
Citizen Potawatomi Nation,Oklahoma Non-UZA,40.0,2024,Demand Response,0.0,1994607.0,,,Annual Total,96105.0,7444.0,11577.0
"Comanche Nation, dba: Comanche Nation Transit Program",Oklahoma Non-UZA,40.0,2024,Demand Response,0.0,1994607.0,,,Annual Total,399940.0,18489.0,40849.0
"City of El Paso, dba: Sun Metro","El Paso, TX--NM",27253.0,2024,Demand Response,255.88,854584.0,234.0,772374.0,Annual Total,2385456.0,129128.0,275795.0
"City of El Paso, dba: Sun Metro","El Paso, TX--NM",27253.0,2024,Bus,255.88,854584.0,234.0,772374.0,Annual Total,5010505.0,393874.0,6003325.0
"City of El Paso, dba: Sun Metro","El Paso, TX--NM",27253.0,2024,Bus,255.88,854584.0,234.0,772374.0,Annual Total,832113.0,41164.0,198594.0
"City of El Paso, dba: Sun Metro","El Paso, TX--NM",27253.0,2024,Streetcar Rail,255.88,854584.0,234.0,772374.0,Annual Total,66831.0,9497.0,240289.0
"Fort Worth Transportation Authority, dba: Trinity Metro","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Commuter Rail,1746.9,5732354.0,350.0,927285.0,Annual Total,2480706.0,127274.0,779769.0
"Fort Worth Transportation Authority, dba: Trinity Metro","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Demand Response,1746.9,5732354.0,350.0,927285.0,Annual Total,851492.0,62426.0,111196.0
"Fort Worth Transportation Authority, dba: Trinity Metro","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Demand Response,1746.9,5732354.0,350.0,927285.0,Annual Total,1788537.0,135517.0,209180.0
"Fort Worth Transportation Authority, dba: Trinity Metro","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Bus,1746.9,5732354.0,350.0,927285.0,Annual Total,5714429.0,473656.0,4532387.0
"Fort Worth Transportation Authority, dba: Trinity Metro","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Bus,1746.9,5732354.0,350.0,927285.0,Annual Total,214091.0,12152.0,88419.0
"Fort Worth Transportation Authority, dba: Trinity Metro","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Vanpool,1746.9,5732354.0,350.0,927285.0,Annual Total,3277778.0,70323.0,391819.0
"Metropolitan Transit Authority of Harris County, Texas , dba: METRO","Houston, TX",40429.0,2024,Commuter Bus,1752.69,5853575.0,1309.0,4038849.0,Annual Total,5193857.0,203230.0,2892116.0
"Metropolitan Transit Authority of Harris County, Texas , dba: METRO","Houston, TX",40429.0,2024,Commuter Bus,1752.69,5853575.0,1309.0,4038849.0,Annual Total,1333339.0,46028.0,740695.0
"Metropolitan Transit Authority of Harris County, Texas , dba: METRO","Houston, TX",40429.0,2024,Demand Response,1752.69,5853575.0,1309.0,4038849.0,Annual Total,18178518.0,1372263.0,2054787.0
"Metropolitan Transit Authority of Harris County, Texas , dba: METRO","Houston, TX",40429.0,2024,Light Rail,1752.69,5853575.0,1309.0,4038849.0,Annual Total,3117500.0,258892.0,13652169.0
"Metropolitan Transit Authority of Harris County, Texas , dba: METRO","Houston, TX",40429.0,2024,Bus,1752.69,5853575.0,1309.0,4038849.0,Annual Total,29268049.0,2316876.0,44535336.0
"Metropolitan Transit Authority of Harris County, Texas , dba: METRO","Houston, TX",40429.0,2024,Bus,1752.69,5853575.0,1309.0,4038849.0,Annual Total,8049144.0,627132.0,11304513.0
"Metropolitan Transit Authority of Harris County, Texas , dba: METRO","Houston, TX",40429.0,2024,Bus Rapid Transit,1752.69,5853575.0,1309.0,4038849.0,Annual Total,241722.0,29268.0,238215.0
"Metropolitan Transit Authority of Harris County, Texas , dba: METRO","Houston, TX",40429.0,2024,Vanpool,1752.69,5853575.0,1309.0,4038849.0,Annual Total,2863773.0,81292.0,441334.0
"City of Laredo , dba: Laredo Transit Management Inc.","Laredo, TX",47854.0,2024,Demand Response,64.2,251462.0,59.0,254042.0,Annual Total,236525.0,19245.0,33777.0
"City of Laredo , dba: Laredo Transit Management Inc.","Laredo, TX",47854.0,2024,Bus,64.2,251462.0,59.0,254042.0,Annual Total,1698960.0,150506.0,1826935.0
"City of Lubbock, dba: Citibus","Lubbock, TX",51877.0,2024,Demand Response,106.27,272280.0,144.0,268416.0,Annual Total,996434.0,57057.0,148053.0
"City of Lubbock, dba: Citibus","Lubbock, TX",51877.0,2024,Bus,106.27,272280.0,144.0,268416.0,Annual Total,1334487.0,110375.0,2455625.0
"VIA Metropolitan Transit, dba: VIA","San Antonio, TX",78580.0,2024,Demand Response,613.44,1992689.0,1210.0,1940756.0,Annual Total,3732034.0,220948.0,441201.0
"VIA Metropolitan Transit, dba: VIA","San Antonio, TX",78580.0,2024,Demand Response,613.44,1992689.0,1210.0,1940756.0,Annual Total,6645891.0,472511.0,987296.0
"VIA Metropolitan Transit, dba: VIA","San Antonio, TX",78580.0,2024,Demand Response,613.44,1992689.0,1210.0,1940756.0,Annual Total,166118.0,5802.0,13235.0
"VIA Metropolitan Transit, dba: VIA","San Antonio, TX",78580.0,2024,Bus,613.44,1992689.0,1210.0,1940756.0,Annual Total,17946576.0,1407796.0,28947825.0
"VIA Metropolitan Transit, dba: VIA","San Antonio, TX",78580.0,2024,Vanpool,613.44,1992689.0,1210.0,1940756.0,Annual Total,3573552.0,66485.0,326954.0
"City of Waco, dba: Waco Transit System, Inc.","Waco, TX",91027.0,2024,Demand Response,89.88,192844.0,99.0,197594.0,Annual Total,482817.0,32123.0,63446.0
"City of Waco, dba: Waco Transit System, Inc.","Waco, TX",91027.0,2024,Bus,89.88,192844.0,99.0,197594.0,Annual Total,749202.0,49312.0,789667.0
"City of Port Arthur , dba: Port Arthur Transit","Port Arthur, TX",70993.0,2024,Demand Response,66.46,116819.0,39.0,57755.0,Annual Total,34124.0,3077.0,6652.0
"City of Port Arthur , dba: Port Arthur Transit","Port Arthur, TX",70993.0,2024,Bus,66.46,116819.0,39.0,57755.0,Annual Total,331759.0,18629.0,91958.0
"City of Brownsville , dba: Brownsville Metro","Brownsville, TX",10972.0,2024,Demand Response,62.1,216444.0,67.0,181860.0,Annual Total,165483.0,13077.0,26719.0
"City of Brownsville , dba: Brownsville Metro","Brownsville, TX",10972.0,2024,Bus,62.1,216444.0,67.0,181860.0,Annual Total,881177.0,69823.0,1275051.0
"City of Galveston , dba: Galveston Island Transit","Galveston--Texas City, TX",32491.0,2024,Demand Response,108.98,191863.0,32.0,50307.0,Annual Total,47144.0,2543.0,12531.0
"City of Galveston , dba: Galveston Island Transit","Galveston--Texas City, TX",32491.0,2024,Bus,108.98,191863.0,32.0,50307.0,Annual Total,228420.0,18027.0,217071.0
"City of Galveston , dba: Galveston Island Transit","Galveston--Texas City, TX",32491.0,2024,Streetcar Rail,108.98,191863.0,32.0,50307.0,Annual Total,5211.0,1275.0,16055.0
"City of Beaumont, dba: Beaumont Municipal Transit System","Beaumont, TX",6058.0,2024,Demand Response,96.1,146649.0,41.0,82731.0,Annual Total,137864.0,10280.0,19780.0
"City of Beaumont, dba: Beaumont Municipal Transit System","Beaumont, TX",6058.0,2024,Bus,96.1,146649.0,41.0,82731.0,Annual Total,666440.0,46615.0,303164.0
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK","Oklahoma City, OK",65080.0,2024,Demand Response,421.73,982276.0,283.0,783134.0,Annual Total,491426.0,30421.0,46755.0
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK","Oklahoma City, OK",65080.0,2024,Ferryboat,421.73,982276.0,283.0,783134.0,Annual Total,3224.0,807.0,2286.0
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK","Oklahoma City, OK",65080.0,2024,Bus,421.73,982276.0,283.0,783134.0,Annual Total,3159503.0,207751.0,2716793.0
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK","Oklahoma City, OK",65080.0,2024,Bus Rapid Transit,421.73,982276.0,283.0,783134.0,Annual Total,270235.0,24654.0,238663.0
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK","Oklahoma City, OK",65080.0,2024,Streetcar Rail,421.73,982276.0,283.0,783134.0,Annual Total,155871.0,24978.0,234594.0
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK","Oklahoma City, OK",65080.0,2024,Vanpool,421.73,982276.0,283.0,783134.0,Annual Total,23096.0,893.0,5888.0
"Metropolitan Tulsa Transit Authority, dba: Tulsa Transit, MetroLink Tulsa","Tulsa, OK",88948.0,2024,Demand Response,338.32,722810.0,249.0,511352.0,Annual Total,1064133.0,69801.0,150671.0
"Metropolitan Tulsa Transit Authority, dba: Tulsa Transit, MetroLink Tulsa","Tulsa, OK",88948.0,2024,Bus,338.32,722810.0,249.0,511352.0,Annual Total,2784561.0,184188.0,2047122.0
"City of Albuquerque, dba: ABQRIDE","Albuquerque, NM",1171.0,2024,Demand Response,263.07,769837.0,235.0,661629.0,Annual Total,1744429.0,100660.0,190211.0
"City of Albuquerque, dba: ABQRIDE","Albuquerque, NM",1171.0,2024,Bus,263.07,769837.0,235.0,661629.0,Annual Total,2847240.0,214662.0,4397945.0
"City of Albuquerque, dba: ABQRIDE","Albuquerque, NM",1171.0,2024,Bus Rapid Transit,263.07,769837.0,235.0,661629.0,Annual Total,706680.0,56953.0,2315206.0
Capital Area Transit System,"Baton Rouge, LA",5680.0,2024,Demand Response,396.34,631326.0,211.0,367124.0,Annual Total,793842.0,45081.0,142550.0
Capital Area Transit System,"Baton Rouge, LA",5680.0,2024,Bus,396.34,631326.0,211.0,367124.0,Annual Total,2431598.0,198281.0,1450616.0
"City of Lake Charles, dba: City Of Lake Charles Transit","Lake Charles, LA",46531.0,2024,Demand Response,127.74,162501.0,43.0,73474.0,Annual Total,18245.0,2942.0,1638.0
"City of Lake Charles, dba: City Of Lake Charles Transit","Lake Charles, LA",46531.0,2024,Bus,127.74,162501.0,43.0,73474.0,Annual Total,142094.0,11492.0,89544.0
"City of Shreveport, dba: SporTran","Shreveport, LA",81739.0,2024,Demand Response,180.84,288052.0,61.0,275213.0,Annual Total,818207.0,42585.0,91292.0
"City of Shreveport, dba: SporTran","Shreveport, LA",81739.0,2024,Bus,180.84,288052.0,61.0,275213.0,Annual Total,2113887.0,129367.0,4190778.0
City of Alexandria,"Alexandria, LA",1279.0,2024,Demand Response,64.71,78305.0,28.0,59659.0,Annual Total,25039.0,1941.0,2756.0
City of Alexandria,"Alexandria, LA",1279.0,2024,Bus,64.71,78305.0,28.0,59659.0,Annual Total,540609.0,33891.0,337689.0
"City of Monroe , dba: Monroe Transit","Monroe, LA",58330.0,2024,Demand Response,90.97,119964.0,31.0,47906.0,Annual Total,15208.0,1989.0,5684.0
"City of Monroe , dba: Monroe Transit","Monroe, LA",58330.0,2024,Bus,90.97,119964.0,31.0,47906.0,Annual Total,415329.0,27143.0,684566.0
New Orleans Regional Transit Authority,"New Orleans, LA",62677.0,2024,Demand Response,270.27,963212.0,103.0,487524.0,Annual Total,1091274.0,123208.0,224511.0
New Orleans Regional Transit Authority,"New Orleans, LA",62677.0,2024,Ferryboat,270.27,963212.0,103.0,487524.0,Annual Total,18889.0,9444.0,836782.0
New Orleans Regional Transit Authority,"New Orleans, LA",62677.0,2024,Bus,270.27,963212.0,103.0,487524.0,Annual Total,5603314.0,474766.0,9526069.0
New Orleans Regional Transit Authority,"New Orleans, LA",62677.0,2024,Streetcar Rail,270.27,963212.0,103.0,487524.0,Annual Total,805047.0,139722.0,3518666.0
"Rock Region Metropolitan Transit Authority, dba: Rock Region METRO","Little Rock, AR",50392.0,2024,Demand Response,267.82,461864.0,126.0,235305.0,Annual Total,1080733.0,67803.0,212636.0
"Rock Region Metropolitan Transit Authority, dba: Rock Region METRO","Little Rock, AR",50392.0,2024,Demand Response,267.82,461864.0,126.0,235305.0,Annual Total,277117.0,14040.0,30066.0
"Rock Region Metropolitan Transit Authority, dba: Rock Region METRO","Little Rock, AR",50392.0,2024,Bus,267.82,461864.0,126.0,235305.0,Annual Total,1672493.0,120212.0,1746467.0
"Rock Region Metropolitan Transit Authority, dba: Rock Region METRO","Little Rock, AR",50392.0,2024,Streetcar Rail,267.82,461864.0,126.0,235305.0,Annual Total,30254.0,6885.0,66442.0
"Rock Region Metropolitan Transit Authority, dba: Rock Region METRO","Little Rock, AR",50392.0,2024,Vanpool,267.82,461864.0,126.0,235305.0,Annual Total,192303.0,4045.0,16759.0
"City of Pine Bluff, dba: Pine Bluff Transit",Arkansas Non-UZA,5.0,2024,Demand Response,0.0,1787552.0,31.0,39123.0,Annual Total,57711.0,4592.0,8378.0
"City of Pine Bluff, dba: Pine Bluff Transit",Arkansas Non-UZA,5.0,2024,Bus,0.0,1787552.0,31.0,39123.0,Annual Total,154616.0,8023.0,34009.0
"City of Wichita Falls , dba: FallsRide","Wichita Falls, TX",95104.0,2024,Demand Response,50.78,97039.0,71.0,102691.0,Annual Total,5194.0,913.0,962.0
"City of Wichita Falls , dba: FallsRide","Wichita Falls, TX",95104.0,2024,Demand Response,50.78,97039.0,71.0,102691.0,Annual Total,244358.0,17600.0,7432.0
"City of Wichita Falls , dba: FallsRide","Wichita Falls, TX",95104.0,2024,Bus,50.78,97039.0,71.0,102691.0,Annual Total,522965.0,35080.0,252739.0
"Lafayette City-Parish Consolidated Government, dba: Lafayette Transit System","Lafayette, LA",46045.0,2024,Demand Response,161.2,227316.0,49.0,249750.0,Annual Total,264603.0,26529.0,31020.0
"Lafayette City-Parish Consolidated Government, dba: Lafayette Transit System","Lafayette, LA",46045.0,2024,Bus,161.2,227316.0,49.0,249750.0,Annual Total,795822.0,47442.0,1512681.0
"City of Abilene , dba: CityLink","Abilene, TX",280.0,2024,Demand Response,61.97,118138.0,110.0,125182.0,Annual Total,399740.0,28530.0,75372.0
"City of Abilene , dba: CityLink","Abilene, TX",280.0,2024,Demand Response,61.97,118138.0,110.0,125182.0,Annual Total,5554.0,297.0,937.0
"City of Abilene , dba: CityLink","Abilene, TX",280.0,2024,Bus,61.97,118138.0,110.0,125182.0,Annual Total,338286.0,24753.0,310567.0
"City of Arlington, dba: Arlington Transportation","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Demand Response,1746.9,5732354.0,199.0,400032.0,Annual Total,284013.0,17403.0,33139.0
"City of Arlington, dba: Arlington Transportation","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Demand Response,1746.9,5732354.0,199.0,400032.0,Annual Total,918616.0,56681.0,103704.0
"City of Arlington, dba: Arlington Transportation","Dallas--Fort Worth--Arlington, TX",22042.0,2024,Demand Response,1746.9,5732354.0,199.0,400032.0,Annual Total,3045289.0,146949.0,540410.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro","Austin, TX",4384.0,2024,Commuter Bus,619.62,1809888.0,549.0,1387423.0,Annual Total,212998.0,9211.0,131275.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro","Austin, TX",4384.0,2024,Demand Response,619.62,1809888.0,549.0,1387423.0,Annual Total,6306181.0,448763.0,1089647.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro","Austin, TX",4384.0,2024,Bus,619.62,1809888.0,549.0,1387423.0,Annual Total,14377096.0,1291411.0,24335001.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro","Austin, TX",4384.0,2024,Vanpool,619.62,1809888.0,549.0,1387423.0,Annual Total,3737687.0,72970.0,376711.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro","Austin, TX",4384.0,2024,Hybrid Rail,619.62,1809888.0,549.0,1387423.0,Annual Total,710943.0,30149.0,540807.0
"City of Las Cruces NM, dba: RoadRUNNER Transit","Las Cruces, NM",47935.0,2024,Demand Response,64.47,139338.0,55.0,120316.0,Annual Total,267403.0,24550.0,53199.0
