table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Annual Estimates of the Resident Population for Metropolitan Statistical Areas in the United States and Puerto Rico: April 1, 2020 to July 1, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geographic Area,"April 1, 2020 Estimates Base",Population Estimate (as of July 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,2021,2022,2023,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Flagstaff, AZ Metro Area","145,098","145,190","142,927","144,326","144,934","145,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Flint, MI Metro Area","406,220","405,793","404,713","402,031","401,711","402,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Florence, SC Metro Area","199,943","199,656","199,132","199,294","199,822","200,474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Florence-Muscle Shoals, AL Metro Area","150,792","151,336","152,461","153,926","155,249","156,287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Fond du Lac, WI Metro Area","104,144","104,156","104,117","104,010","104,135","104,269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Fort Collins-Loveland, CO Metro Area","359,065","359,932","362,785","368,017","371,530","374,574",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Fort Smith, AR-OK Metro Area","227,209","227,222","228,097","230,066","231,261","232,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Fort Wayne, IN Metro Area","447,763","448,623","451,866","455,058","458,553","462,978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Fresno, CA Metro Area","1,164,903","1,166,047","1,171,898","1,177,521","1,183,301","1,189,557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Gadsden, AL Metro Area","103,415","103,437","102,887","102,821","103,174","103,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Gainesville, FL Metro Area","339,247","340,715","344,198","349,559","355,362","359,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Gainesville, GA Metro Area","202,823","203,409","206,998","213,126","218,248","221,745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Gettysburg, PA Metro Area","103,840","103,802","105,696","106,017","107,147","107,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Glens Falls, NY Metro Area","127,035","126,714","126,605","126,212","125,540","125,127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Goldsboro, NC Metro Area","117,327","117,772","117,395","118,185","119,570","120,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Grand Forks, ND-MN Metro Area","104,357","104,213","103,240","102,863","103,636","104,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Grand Island, NE Metro Area","77,036","76,922","76,276","76,522","76,968","77,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Grand Junction, CO Metro Area","155,705","156,011","157,458","158,585","159,690","161,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Grand Rapids-Wyoming-Kentwood, MI Metro Area","1,150,033","1,151,580","1,154,728","1,158,524","1,167,100","1,178,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Grants Pass, OR Metro Area","88,088","88,228","88,599","87,786","88,001","88,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Great Falls, MT Metro Area","84,411","84,411","84,565","84,908","84,625","84,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Greeley, CO Metro Area","328,986","331,467","339,942","350,610","360,216","369,745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Green Bay, WI Metro Area","328,275","328,606","328,970","330,902","332,548","334,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Greensboro-High Point, NC Metro Area","776,508","774,382","778,420","785,413","793,159","800,722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Greenville, NC Metro Area","171,812","173,643","175,491","177,090","178,956","180,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Greenville-Anderson-Greer, SC Metro Area","928,208","930,775","941,600","961,030","979,608","996,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Gulfport-Biloxi, MS Metro Area","416,256","416,672","418,748","421,071","422,724","426,793",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hagerstown-Martinsburg, MD-WV Metro Area","293,841","294,463","298,615","302,325","306,547","311,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hammond, LA Metro Area","133,146","133,642","135,487","136,734","137,999","139,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hanford-Corcoran, CA Metro Area","152,484","152,797","152,724","152,776","153,281","154,913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Harrisburg-Carlisle, PA Metro Area","591,701","592,809","599,797","604,003","608,806","615,361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Harrisonburg, VA Metro Area","135,576","135,484","136,032","136,597","138,008","138,838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hartford-West Hartford-East Hartford, CT Metro Area","1,151,909","1,137,369","1,147,394","1,151,750","1,160,000","1,169,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hattiesburg, MS Metro Area","153,908","154,064","154,923","155,535","156,072","156,575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Helena, MT Metro Area","89,831","90,184","92,316","94,332","95,961","96,735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hickory-Lenoir-Morganton, NC Metro Area","365,281","365,131","365,795","367,514","370,108","373,031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hilton Head Island-Bluffton-Port Royal, SC Metro Area","215,903","216,977","222,380","227,920","232,603","237,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hinesville, GA Metro Area","81,435","81,603","83,876","86,440","87,886","89,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Homosassa Springs, FL Metro Area","153,845","154,569","158,193","162,586","166,836","170,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Hot Springs, AR Metro Area","100,173","100,266","100,306","99,942","99,759","99,902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Houma-Bayou Cane-Thibodaux, LA Metro Area","207,136","206,859","206,580","200,359","199,182","199,206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Houston-Pasadena-The Woodlands, TX Metro Area","7,150,233","7,169,728","7,246,956","7,403,068","7,598,011","7,796,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Huntington-Ashland, WV-KY-OH Metro Area","376,142","375,706","372,890","369,936","368,194","366,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Huntsville, AL Metro Area","491,717","494,736","503,948","515,081","528,694","542,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Idaho Falls, ID Metro Area","157,423","158,401","162,945","165,747","168,481","171,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Indianapolis-Carmel-Greenwood, IN Metro Area","2,089,669","2,092,864","2,107,860","2,126,541","2,148,172","2,174,833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Iowa City, IA Metro Area","175,419","175,593","177,573","179,356","180,756","182,711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Ithaca, NY Metro Area","105,734","99,778","105,974","105,827","105,505","105,602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Jackson, MI Metro Area","160,357","160,223","160,181","159,828","159,835","160,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Jackson, MS Metro Area","619,948","618,883","612,538","609,791","609,217","606,178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Jackson, TN Metro Area","180,505","180,571","180,514","181,580","182,255","183,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Jacksonville, FL Metro Area","1,605,849","1,613,045","1,641,662","1,681,346","1,723,198","1,760,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Jacksonville, NC Metro Area","204,588","205,111","203,563","206,718","211,184","212,954",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Janesville-Beloit, WI Metro Area","163,687","163,761","164,128","163,959","164,443","165,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Jefferson City, MO Metro Area","150,306","149,441","149,981","150,377","150,860","151,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Johnson City, TN Metro Area","207,280","207,484","207,185","210,476","213,552","214,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Johnstown, PA Metro Area","133,463","133,198","132,240","131,432","130,713","130,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Jonesboro, AR Metro Area","134,207","134,578","134,346","135,262","136,618","138,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Joplin, MO-KS Metro Area","200,758","200,896","201,957","203,119","205,025","207,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kahului-Wailuku, HI Metro Area","164,837","164,882","164,896","164,560","164,835","163,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kalamazoo-Portage, MI Metro Area","261,685","261,814","260,566","261,417","263,297","264,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kankakee, IL Metro Area","107,647","107,403","106,757","106,221","106,386","106,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kansas City, MO-KS Metro Area","2,192,018","2,195,288","2,203,618","2,209,457","2,228,762","2,253,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kennewick-Richland, WA Metro Area","303,616","304,578","308,734","311,299","314,999","319,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kenosha, WI Metro Area","169,152","169,202","168,446","167,920","167,867","168,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Killeen-Temple, TX Metro Area","475,503","477,233","487,238","494,841","503,004","509,487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kingsport-Bristol, TN-VA Metro Area","307,612","307,757","308,740","311,033","312,802","313,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kingston, NY Metro Area","181,833","181,277","183,487","182,357","182,906","182,977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area","698,341","696,910","704,030","704,863","706,651","711,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Knoxville, TN Metro Area","903,474","906,083","916,613","933,626","947,279","957,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Kokomo, IN Metro Area","83,660","83,587","83,653","83,574","83,857","84,082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".La Crosse-Onalaska, WI-MN Metro Area","170,340","170,476","169,090","170,184","170,437","170,763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lafayette, LA Metro Area","408,077","408,227","410,593","413,175","415,438","419,704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lafayette-West Lafayette, IN Metro Area","223,689","223,854","225,078","227,077","228,311","229,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lake Charles, LA Metro Area","254,654","254,329","242,423","239,542","240,867","242,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lake Havasu City-Kingman, AZ Metro Area","213,261","214,173","217,186","220,947","223,801","226,479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lakeland-Winter Haven, FL Metro Area","725,036","730,179","755,712","790,530","824,172","852,878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lancaster, PA Metro Area","552,981","552,834","556,364","556,991","560,174","563,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lansing-East Lansing, MI Metro Area","473,543","473,377","460,015","473,375","476,605","479,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Laredo, TX Metro Area","267,114","267,368","267,465","268,276","270,538","272,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Las Cruces, NM Metro Area","219,566","220,069","221,756","223,604","226,534","229,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Las Vegas-Henderson-North Las Vegas, NV Metro Area","2,266,452","2,275,970","2,296,651","2,321,961","2,354,285","2,398,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lawrence, KS Metro Area","118,777","118,787","119,503","120,053","121,179","121,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lawton, OK Metro Area","126,645","126,681","127,769","127,863","127,338","126,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lebanon, PA Metro Area","143,262","143,292","143,772","144,003","144,546","145,319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lewiston, ID-WA Metro Area","64,379","64,476","64,987","65,500","65,488","65,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lewiston-Auburn, ME Metro Area","111,133","111,178","112,733","113,454","114,477","115,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lexington-Fayette, KY Metro Area","516,826","517,420","516,646","519,557","525,814","533,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lexington Park, MD Metro Area","206,564","206,927","208,923","209,653","210,307","211,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lima, OH Metro Area","102,217","102,137","101,800","101,086","100,851","100,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lincoln, NE Metro Area","340,210","340,781","340,962","342,875","346,440","350,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Little Rock-North Little Rock-Conway, AR Metro Area","748,041","749,020","751,803","758,380","764,683","769,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Logan, UT-ID Metro Area","147,346","147,912","152,143","155,622","158,709","161,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Longview, TX Metro Area","286,237","286,417","288,280","290,804","294,231","295,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Longview-Kelso, WA Metro Area","110,736","111,021","111,701","112,058","113,040","113,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Los Angeles-Long Beach-Anaheim, CA Metro Area","13,204,657","13,182,895","12,968,590","12,906,936","12,886,400","12,927,614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"..Anaheim-Santa Ana-Irvine, CA Metro Division","3,187,256","3,186,261","3,159,351","3,158,489","3,154,563","3,170,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"..Los Angeles-Long Beach-Glendale, CA Metro Division","10,017,401","9,996,634","9,809,239","9,748,447","9,731,837","9,757,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Louisville/Jefferson County, KY-IN Metro Area","1,362,150","1,363,012","1,361,854","1,365,960","1,377,729","1,394,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lubbock, TX Metro Area","351,253","352,164","355,410","357,390","361,721","367,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Lynchburg, VA Metro Area","261,595","261,655","262,537","263,320","265,045","266,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Macon-Bibb County, GA Metro Area","233,799","233,609","233,183","233,969","236,333","237,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Madison, WI Metro Area","680,767","681,891","681,112","690,029","698,503","707,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Manchester-Nashua, NH Metro Area","422,944","422,929","424,475","426,307","427,719","430,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Manhattan, KS Metro Area","134,047","134,198","133,885","133,474","133,371","134,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Mankato, MN Metro Area","103,556","103,694","103,743","104,062","104,716","105,193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Mansfield, OH Metro Area","124,944","124,988","125,382","125,268","125,003","124,853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".McAllen-Edinburg-Mission, TX Metro Area","870,790","872,892","879,929","889,799","902,443","914,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Medford, OR Metro Area","223,263","223,755","224,649","222,153","221,338","221,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Memphis, TN-MS-AR Metro Area","1,345,440","1,346,224","1,342,425","1,341,175","1,340,448","1,339,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Merced, CA Metro Area","282,447","282,963","284,834","292,034","294,402","296,774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","6,138,357","6,133,502","6,109,257","6,211,194","6,334,517","6,457,988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"..Fort Lauderdale-Pompano Beach-Sunrise, FL Metro Division","1,944,404","1,943,497","1,935,655","1,966,237","2,002,786","2,037,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"..Miami-Miami Beach-Kendall, FL Metro Division","2,701,751","2,695,729","2,669,925","2,713,415","2,774,250","2,838,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"..West Palm Beach-Boca Raton-Delray Beach, FL Metro Division","1,492,202","1,494,276","1,503,677","1,531,542","1,557,481","1,582,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Michigan City-La Porte, IN Metro Area","112,420","112,287","112,552","111,810","111,586","111,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Midland, MI Metro Area","83,497","83,493","83,504","83,761","84,007","84,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Midland, TX Metro Area","175,587","175,986","173,853","177,931","183,557","188,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Milwaukee-Waukesha, WI Metro Area","1,574,735","1,574,565","1,563,631","1,564,152","1,567,889","1,574,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","3,690,231","3,694,260","3,696,733","3,696,911","3,722,476","3,757,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Minot, ND Metro Area","77,548","77,520","76,761","76,306","75,896","75,938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Missoula, MT Metro Area","122,459","122,921","124,716","125,968","126,807","127,741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Mobile, AL Metro Area","414,810","414,409","413,164","411,291","411,745","412,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Modesto, CA Metro Area","553,285","553,710","552,939","552,410","553,921","556,972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Monroe, LA Metro Area","227,151","226,704","224,783","222,766","222,197","221,921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Monroe, MI Metro Area","154,810","154,909","155,569","155,412","155,590","156,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Montgomery, AL Metro Area","386,056","385,427","384,672","385,634","386,500","387,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Morgantown, WV Metro Area","140,038","140,103","140,846","141,117","141,799","142,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Morristown, TN Metro Area","119,178","119,459","119,911","122,002","124,363","126,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Mount Vernon-Anacortes, WA Metro Area","129,518","129,901","131,018","131,229","131,754","132,736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Muncie, IN Metro Area","111,907","111,757","112,059","112,183","112,448","112,951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Muskegon-Norton Shores, MI Metro Area","174,737","174,794","175,581","175,526","176,476","177,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area","351,038","353,779","366,164","383,372","398,374","413,391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Napa, CA Metro Area","138,014","137,465","136,219","134,492","133,444","132,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Naples-Marco Island, FL Metro Area","375,761","377,331","387,316","400,510","410,065","416,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","2,014,425","2,021,825","2,033,685","2,077,922","2,113,986","2,150,553",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".New Haven, CT Metro Area","570,732","564,526","568,961","569,866","572,919","576,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".New Orleans-Metairie, LA Metro Area","1,007,405","1,005,431","993,781","975,662","967,205","966,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".New York-Newark-Jersey City, NY-NJ Metro Area","20,083,412","19,991,108","19,714,596","19,619,844","19,726,871","19,940,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
